"msisdn","iccid","imsi","jihuo_time","kaika_time","create_time","edit_time"
"1064832322887","898602B31616C0162887","460040323202887","2016/10/13","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322888","898602B31616C0162888","460040323202888","2016/10/14","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322889","898602B31616C0162889","460040323202889","2016/10/13","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322890","898602B31616C0162890","460040323202890","2016/10/11","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322891","898602B31616C0162891","460040323202891","2016/10/11","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322892","898602B31616C0162892","460040323202892","2016/10/6","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322893","898602B31616C0162893","460040323202893","2016/10/5","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322894","898602B31616C0162894","460040323202894","2016/10/4","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322895","898602B31616C0162895","460040323202895","2016/9/16","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322896","898602B31616C0162896","460040323202896","2016/9/14","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322897","898602B31616C0162897","460040323202897","2016/9/17","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322898","898602B31616C0162898","460040323202898","2016/9/5","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322899","898602B31616C0162899","460040323202899","2016/8/31","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322900","898602B31616C0162900","460040323202900","2016/9/5","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322901","898602B31616C0162901","460040323202901","2016/9/5","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322902","898602B31616C0162902","460040323202902","2016/9/5","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322903","898602B31616C0162903","460040323202903","2016/9/5","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322904","898602B31616C0162904","460040323202904","2016/9/5","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322905","898602B31616C0162905","460040323202905","2016/9/6","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322906","898602B31616C0162906","460040323202906","2016/9/6","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322907","898602B31616C0162907","460040323202907","2016/9/6","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322908","898602B31616C0162908","460040323202908","2016/9/6","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322909","898602B31616C0162909","460040323202909","2016/9/6","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322910","898602B31616C0162910","460040323202910","2016/9/6","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322911","898602B31616C0162911","460040323202911","2016/9/6","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322912","898602B31616C0162912","460040323202912","2016/9/6","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322913","898602B31616C0162913","460040323202913","2016/9/6","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322914","898602B31616C0162914","460040323202914","2016/9/6","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322915","898602B31616C0162915","460040323202915","2016/9/6","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322916","898602B31616C0162916","460040323202916","2016/9/6","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322917","898602B31616C0162917","460040323202917","2016/9/6","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322918","898602B31616C0162918","460040323202918","2016/9/6","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322919","898602B31616C0162919","460040323202919","2016/9/6","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322920","898602B31616C0162920","460040323202920","2016/9/6","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322921","898602B31616C0162921","460040323202921","2016/9/16","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322922","898602B31616C0162922","460040323202922","2016/9/16","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322923","898602B31616C0162923","460040323202923","2016/9/16","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322924","898602B31616C0162924","460040323202924","2016/9/16","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322925","898602B31616C0162925","460040323202925","2016/9/7","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322926","898602B31616C0162926","460040323202926","2016/9/7","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322927","898602B31616C0162927","460040323202927","2016/9/7","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322928","898602B31616C0162928","460040323202928","2016/9/7","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322929","898602B31616C0162929","460040323202929","2016/9/7","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322930","898602B31616C0162930","460040323202930","2016/9/7","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322931","898602B31616C0162931","460040323202931","2016/9/7","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322932","898602B31616C0162932","460040323202932","2016/9/7","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322933","898602B31616C0162933","460040323202933","2016/9/7","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322934","898602B31616C0162934","460040323202934","2016/9/7","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322935","898602B31616C0162935","460040323202935","2016/9/7","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322936","898602B31616C0162936","460040323202936","2016/9/7","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322937","898602B31616C0162937","460040323202937","2016/9/7","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322938","898602B31616C0162938","460040323202938","2016/9/7","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322939","898602B31616C0162939","460040323202939","2016/9/7","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322940","898602B31616C0162940","460040323202940","2016/9/7","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322941","898602B31616C0162941","460040323202941","2016/9/7","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322942","898602B31616C0162942","460040323202942","2016/9/7","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322943","898602B31616C0162943","460040323202943","2016/9/7","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322944","898602B31616C0162944","460040323202944","2016/9/7","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322945","898602B31616C0162945","460040323202945","2016/9/7","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322946","898602B31616C0162946","460040323202946","2016/9/7","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322947","898602B31616C0162947","460040323202947","2016/9/7","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322948","898602B31616C0162948","460040323202948","2016/9/7","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322949","898602B31616C0162949","460040323202949","2016/9/7","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322950","898602B31616C0162950","460040323202950","2016/9/30","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322951","898602B31616C0162951","460040323202951","2016/9/30","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322952","898602B31616C0162952","460040323202952","2016/10/25","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322953","898602B31616C0162953","460040323202953","2016/10/25","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322954","898602B31616C0162954","460040323202954","2016/10/25","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322955","898602B31616C0162955","460040323202955","2016/10/31","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322956","898602B31616C0162956","460040323202956","2016/11/1","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322957","898602B31616C0162957","460040323202957","2016/10/31","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322958","898602B31616C0162958","460040323202958","2016/11/1","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322959","898602B31616C0162959","460040323202959","2016/11/1","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322960","898602B31616C0162960","460040323202960","2016/11/2","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322961","898602B31616C0162961","460040323202961","2016/11/2","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322962","898602B31616C0162962","460040323202962","2016/11/2","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322963","898602B31616C0162963","460040323202963","2016/11/1","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322964","898602B31616C0162964","460040323202964","2016/10/22","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322965","898602B31616C0162965","460040323202965","2016/10/22","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322966","898602B31616C0162966","460040323202966","2016/9/27","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322967","898602B31616C0162967","460040323202967","2016/9/27","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322968","898602B31616C0162968","460040323202968","2016/9/16","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322969","898602B31616C0162969","460040323202969","2016/9/16","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322970","898602B31616C0162970","460040323202970","2016/9/16","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322971","898602B31616C0162971","460040323202971","2016/9/16","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322972","898602B31616C0162972","460040323202972","2016/9/16","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322973","898602B31616C0162973","460040323202973","2016/9/16","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322974","898602B31616C0162974","460040323202974","2016/9/16","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322975","898602B31616C0162975","460040323202975","2016/9/5","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322976","898602B31616C0162976","460040323202976","2016/9/5","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322977","898602B31616C0162977","460040323202977","2016/9/5","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322978","898602B31616C0162978","460040323202978","2016/9/5","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322979","898602B31616C0162979","460040323202979","2016/9/5","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322980","898602B31616C0162980","460040323202980","2016/9/5","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322981","898602B31616C0162981","460040323202981","2016/9/5","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322982","898602B31616C0162982","460040323202982","2016/9/5","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322983","898602B31616C0162983","460040323202983","2016/9/5","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322984","898602B31616C0162984","460040323202984","2016/9/5","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322985","898602B31616C0162985","460040323202985","2016/9/5","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322986","898602B31616C0162986","460040323202986","2016/9/5","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322987","898602B31616C0162987","460040323202987","2016/9/5","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322988","898602B31616C0162988","460040323202988","2016/9/5","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322989","898602B31616C0162989","460040323202989","2016/9/5","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322990","898602B31616C0162990","460040323202990","2016/9/5","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322991","898602B31616C0162991","460040323202991","2016/9/5","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322992","898602B31616C0162992","460040323202992","2016/9/5","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322993","898602B31616C0162993","460040323202993","2016/9/5","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322994","898602B31616C0162994","460040323202994","2016/9/5","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322995","898602B31616C0162995","460040323202995","2016/9/5","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322996","898602B31616C0162996","460040323202996","2016/9/5","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322997","898602B31616C0162997","460040323202997","2016/9/5","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322998","898602B31616C0162998","460040323202998","2016/9/5","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832322999","898602B31616C0162999","460040323202999","2016/9/5","2016/6/15","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323000","898602B31616C0163000","460040323203000","2016/10/18","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323001","898602B31616C0163001","460040323203001","2016/10/8","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323002","898602B31616C0163002","460040323203002","2016/9/30","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323003","898602B31616C0163003","460040323203003","2016/10/12","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323004","898602B31616C0163004","460040323203004","2016/9/29","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323005","898602B31616C0163005","460040323203005","2016/10/18","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323006","898602B31616C0163006","460040323203006","2016/10/18","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323007","898602B31616C0163007","460040323203007","2016/9/29","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323008","898602B31616C0163008","460040323203008","2016/9/29","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323009","898602B31616C0163009","460040323203009","2016/10/11","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323010","898602B31616C0163010","460040323203010","2016/10/8","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323011","898602B31616C0163011","460040323203011","2016/10/9","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323012","898602B31616C0163012","460040323203012","2016/11/7","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323013","898602B31616C0163013","460040323203013","2016/10/18","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323014","898602B31616C0163014","460040323203014","2016/10/18","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323015","898602B31616C0163015","460040323203015","2016/9/30","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323016","898602B31616C0163016","460040323203016","2016/11/9","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323017","898602B31616C0163017","460040323203017","2016/10/9","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323018","898602B31616C0163018","460040323203018","2016/10/18","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323019","898602B31616C0163019","460040323203019","2016/11/8","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323020","898602B31616C0163020","460040323203020","2016/9/30","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323021","898602B31616C0163021","460040323203021","2016/9/29","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323022","898602B31616C0163022","460040323203022","2016/11/9","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323023","898602B31616C0163023","460040323203023","2016/10/13","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323024","898602B31616C0163024","460040323203024","2016/9/30","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323025","898602B31616C0163025","460040323203025","2016/9/23","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323026","898602B31616C0163026","460040323203026","2016/9/23","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323027","898602B31616C0163027","460040323203027","2016/9/23","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323028","898602B31616C0163028","460040323203028","2016/9/23","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323029","898602B31616C0163029","460040323203029","2016/9/23","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323030","898602B31616C0163030","460040323203030","2017/3/3","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323031","898602B31616C0163031","460040323203031","2016/10/6","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323032","898602B31616C0163032","460040323203032","2016/9/23","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323033","898602B31616C0163033","460040323203033","2016/9/24","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323034","898602B31616C0163034","460040323203034","2017/3/25","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323035","898602B31616C0163035","460040323203035","2016/9/25","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323036","898602B31616C0163036","460040323203036","2016/9/25","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323037","898602B31616C0163037","460040323203037","2016/9/26","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323038","898602B31616C0163038","460040323203038","2016/10/5","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323039","898602B31616C0163039","460040323203039","2016/9/24","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323040","898602B31616C0163040","460040323203040","2016/9/24","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323041","898602B31616C0163041","460040323203041","2016/9/24","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323042","898602B31616C0163042","460040323203042","2016/9/24","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323043","898602B31616C0163043","460040323203043","2016/9/21","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323044","898602B31616C0163044","460040323203044","2016/10/9","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323045","898602B31616C0163045","460040323203045","2017/3/4","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323046","898602B31616C0163046","460040323203046","2016/10/2","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323047","898602B31616C0163047","460040323203047","2016/11/4","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323048","898602B31616C0163048","460040323203048","2016/9/22","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323049","898602B31616C0163049","460040323203049","2016/9/22","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323050","898602B31616C0163050","460040323203050","2016/9/25","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323051","898602B31616C0163051","460040323203051","2016/9/25","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323052","898602B31616C0163052","460040323203052","2016/9/25","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323053","898602B31616C0163053","460040323203053","2016/9/25","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323054","898602B31616C0163054","460040323203054","2016/9/25","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323055","898602B31616C0163055","460040323203055","2016/9/25","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323056","898602B31616C0163056","460040323203056","2016/9/25","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323057","898602B31616C0163057","460040323203057","2016/9/25","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323058","898602B31616C0163058","460040323203058","2016/9/25","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323059","898602B31616C0163059","460040323203059","2016/9/27","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323060","898602B31616C0163060","460040323203060","2016/9/27","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323061","898602B31616C0163061","460040323203061","2016/10/13","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323062","898602B31616C0163062","460040323203062","2016/10/14","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323063","898602B31616C0163063","460040323203063","2016/12/22","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323064","898602B31616C0163064","460040323203064","2016/10/14","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323065","898602B31616C0163065","460040323203065","","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323066","898602B31616C0163066","460040323203066","2016/10/14","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323067","898602B31616C0163067","460040323203067","","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323068","898602B31616C0163068","460040323203068","","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323069","898602B31616C0163069","460040323203069","2016/10/13","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323070","898602B31616C0163070","460040323203070","2016/12/20","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323071","898602B31616C0163071","460040323203071","2016/10/14","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323072","898602B31616C0163072","460040323203072","2016/10/14","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323073","898602B31616C0163073","460040323203073","","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323074","898602B31616C0163074","460040323203074","2016/10/14","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323075","898602B31616C0163075","460040323203075","2016/9/25","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323076","898602B31616C0163076","460040323203076","2016/9/25","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323077","898602B31616C0163077","460040323203077","2016/9/25","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323078","898602B31616C0163078","460040323203078","2016/9/25","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323079","898602B31616C0163079","460040323203079","2016/9/25","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323080","898602B31616C0163080","460040323203080","2016/9/25","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323081","898602B31616C0163081","460040323203081","2016/12/14","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323082","898602B31616C0163082","460040323203082","2016/12/15","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323083","898602B31616C0163083","460040323203083","2016/9/25","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323084","898602B31616C0163084","460040323203084","2016/9/25","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323085","898602B31616C0163085","460040323203085","2016/9/25","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323086","898602B31616C0163086","460040323203086","2016/9/25","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323087","898602B31616C0163087","460040323203087","2016/9/25","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323088","898602B31616C0163088","460040323203088","2016/9/25","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323089","898602B31616C0163089","460040323203089","2016/9/25","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323090","898602B31616C0163090","460040323203090","2016/9/25","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323091","898602B31616C0163091","460040323203091","2016/9/25","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323092","898602B31616C0163092","460040323203092","2016/9/25","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323093","898602B31616C0163093","460040323203093","2016/9/25","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323094","898602B31616C0163094","460040323203094","2016/9/25","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323095","898602B31616C0163095","460040323203095","2016/9/25","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323096","898602B31616C0163096","460040323203096","2016/9/27","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323097","898602B31616C0163097","460040323203097","2016/9/25","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323098","898602B31616C0163098","460040323203098","2017/1/3","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323099","898602B31616C0163099","460040323203099","2017/3/25","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323100","898602B31616C0163100","460040323203100","2016/9/22","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323101","898602B31616C0163101","460040323203101","2016/9/22","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323102","898602B31616C0163102","460040323203102","2016/9/24","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323103","898602B31616C0163103","460040323203103","2016/10/19","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064832323104","898602B31616C0163104","460040323203104","2016/10/15","2016/6/28","2017/5/29 20:08:00","2017/5/29 20:08:00"
